replicon,replicon type,GC%,hitcount,best identity%
CP161831.1,chromosome,47.65587190211293,8,80.560
CP161832.1,chromosome,46.92354210859291,0,n/a
CP159790.1,chromosome,47.83987082274851,8,80.560
CP159791.1,chromosome,46.984491565741756,0,n/a
CM126331.1,chromosome,47.62405809825721,7,78.730
JBQSSW010000004.1,plasmid,44.81893202506877,0,n/a
JBQSSW010000002.1,plasmid,45.262829835861204,0,n/a
JBQSSW010000003.1,plasmid,50.13665768724069,0,n/a
CP161829.1,chromosome,47.66822369676907,8,80.560
CP161830.1,chromosome,47.04782163636986,0,n/a
CM126271.1,chromosome,47.624433564805976,7,78.730
JBQSQM010000003.1,plasmid,44.82700015579192,0,n/a
JBQSQM010000002.1,plasmid,45.27852557465314,0,n/a
JBQSQM010000004.1,plasmid,50.140980675331825,0,n/a
CP053808.1,chromosome,48.03939138881702,10,80.635
CP053809.1,chromosome,46.45187424356087,0,n/a
NZ_CM170609.1,chromosome,47.68601877797675,9,80.560
NZ_CM170610.1,chromosome,46.91598046386523,0,n/a
CP151607.1,chromosome,47.63848762718251,7,78.807
CP151609.1,plasmid,44.63857184664911,0,n/a
CP151608.1,plasmid,50.16153007630562,0,n/a
CP151610.1,plasmid,45.270059319388075,0,n/a
NZ_CP043557.1,chromosome,47.28394737682631,9,80.606
NZ_CP043558.1,chromosome,46.25906064640072,0,n/a
NZ_CM126267.1,chromosome,47.62454264623728,7,78.730
NZ_JBQSQI010000002.1,plasmid,44.823384388681866,0,n/a
NZ_JBQSQI010000005.1,plasmid,38.52189781021898,0,n/a
NZ_JBQSQI010000003.1,plasmid,45.241550901928264,0,n/a
NZ_JBQSQI010000004.1,plasmid,50.13712364719412,0,n/a
LT906614.1,chromosome,47.69585253456221,8,80.560
LT906615.1,chromosome,46.91458418623562,0,n/a
NZ_CP177954.1,chromosome,47.64560786147838,7,78.730
NZ_CP177957.1,plasmid,44.6348863669516,0,n/a
NZ_CP177955.1,plasmid,50.14159570493029,0,n/a
NZ_CP177956.1,plasmid,45.271043595879725,0,n/a
CP188995.1,chromosome,47.694405837104,9,80.560
CP188996.1,chromosome,46.83325968533117,0,n/a
CP013317.1,chromosome,47.76300775403885,8,80.560
CP013318.1,chromosome,46.78654913944875,0,n/a
CP196693.1,chromosome,47.671804905571555,7,78.730
CP196695.1,plasmid,44.81555546100498,0,n/a
CP196694.1,plasmid,50.164869441226266,0,n/a
CP196696.1,plasmid,45.27575442247659,0,n/a
CP189354.1,chromosome,47.6852619011893,9,80.560
CP189355.1,chromosome,46.80073884788789,0,n/a
CP161854.1,chromosome,48.077480703541475,10,80.591
CP161855.1,chromosome,47.05875958681222,0,n/a
CP161856.1,plasmid,42.14023831347388,0,n/a
CP046843.1,chromosome,48.060350504999064,10,80.711
CP046842.1,chromosome,46.88122140013074,0,n/a
NZ_CM126319.1,chromosome,47.62375957767896,7,78.730
NZ_JBQSSJ010000004.1,plasmid,44.820748169237525,0,n/a
NZ_JBQSSJ010000002.1,plasmid,45.24106400665004,0,n/a
NZ_JBQSSJ010000003.1,plasmid,50.13313943776837,0,n/a
CP189073.1,chromosome,47.70192601140867,9,80.560
CP189074.1,chromosome,46.83335607721036,0,n/a
NZ_CM126279.1,chromosome,47.624082487482795,7,78.730
NZ_JBQSQU010000003.1,plasmid,44.81297217615626,0,n/a
NZ_JBQSQU010000002.1,plasmid,45.228690228690226,0,n/a
NZ_JBQSQU010000004.1,plasmid,50.12615230559292,0,n/a
NZ_CP045719.1,chromosome,47.78600249164769,8,80.635
NZ_CP045718.1,chromosome,46.8931864214681,0,n/a
NZ_CP045158.1,chromosome,47.68511065260278,7,78.730
NZ_CP045160.1,plasmid,44.822206147256146,0,n/a
NZ_CP045162.1,plasmid,38.388888888888886,0,n/a
NZ_CP045159.1,plasmid,50.14061240142382,0,n/a
NZ_CP045161.1,plasmid,45.271043595879725,0,n/a
CP188894.1,chromosome,47.69996446471006,9,80.560
CP188895.1,chromosome,46.83860465636642,0,n/a
CP188981.1,chromosome,47.69998662925473,9,80.560
CP188982.1,chromosome,46.833344318512005,0,n/a
CM126294.1,chromosome,47.62413350426618,7,78.730
JBQSRK010000004.1,plasmid,44.818641833567206,0,n/a
JBQSRK010000002.1,plasmid,45.252441304799504,0,n/a
JBQSRK010000003.1,plasmid,50.13319178634268,0,n/a
CP189217.1,chromosome,47.47389712228859,9,80.560
CM126319.1,chromosome,47.62375957767896,7,78.730
JBQSSJ010000004.1,plasmid,44.820748169237525,0,n/a
JBQSSJ010000002.1,plasmid,45.24106400665004,0,n/a
JBQSSJ010000003.1,plasmid,50.13313943776837,0,n/a
NZ_CP161854.1,chromosome,48.077480703541475,10,80.591
NZ_CP161855.1,chromosome,47.05875958681222,0,n/a
NZ_CP161856.1,plasmid,42.14023831347388,0,n/a
CP188870.1,chromosome,47.699919187586794,9,80.560
CP188871.1,chromosome,46.829387193728934,0,n/a
NZ_CM126294.1,chromosome,47.62413350426618,7,78.730
NZ_JBQSRK010000004.1,plasmid,44.818641833567206,0,n/a
NZ_JBQSRK010000002.1,plasmid,45.252441304799504,0,n/a
NZ_JBQSRK010000003.1,plasmid,50.13319178634268,0,n/a
CM126279.1,chromosome,47.624082487482795,7,78.730
JBQSQU010000003.1,plasmid,44.81297217615626,0,n/a
JBQSQU010000002.1,plasmid,45.228690228690226,0,n/a
JBQSQU010000004.1,plasmid,50.12615230559292,0,n/a
NZ_LT992490.1,chromosome,47.52127222038476,9,80.635
NZ_LT992491.1,chromosome,46.445158854721306,0,n/a
CM126264.1,chromosome,47.624531004903695,7,78.730
JBQSQF010000002.1,plasmid,44.82979267980547,0,n/a
JBQSQF010000004.1,plasmid,45.302605626492266,0,n/a
JBQSQF010000003.1,plasmid,50.236171535114984,0,n/a
CP064118.1,chromosome,47.609786916342486,7,78.730
CP177926.1,chromosome,47.648263698938074,7,78.730
CP177928.1,plasmid,44.63634507103889,0,n/a
CP177927.1,plasmid,50.14159570493029,0,n/a
CP177929.1,plasmid,45.271043595879725,0,n/a
CP147726.1,chromosome,47.862155799891354,9,80.562
CP147727.1,chromosome,47.04655776004217,0,n/a
CP188927.1,chromosome,47.69599544278969,9,80.560
CP188928.1,chromosome,46.84622122762743,0,n/a
NZ_CM126270.1,chromosome,47.623926475465545,7,78.730
NZ_JBQSQL010000003.1,plasmid,44.81712503544089,0,n/a
NZ_JBQSQL010000004.1,plasmid,45.27187985499741,0,n/a
NZ_JBQSQL010000002.1,plasmid,50.124685830977064,0,n/a
AP028804.1,chromosome,47.92111601486906,10,80.833
AP028806.1,chromosome,46.67075790119669,0,n/a
AP028805.1,plasmid,52.594519122840644,0,n/a
NC_000913.3,chromosome,50.79070985933456,7,78.676
CP172323.1,chromosome,47.7399476693556,10,80.560
CP172324.1,chromosome,46.88505275909572,0,n/a
CP189288.1,chromosome,47.7017453533459,9,80.560
CP189289.1,chromosome,46.93518007719534,0,n/a
NZ_CP033699.1,chromosome,47.70258764322258,7,78.730
NZ_CP033697.1,plasmid,44.832147937411094,0,n/a
NZ_CP033698.1,plasmid,45.274771024146546,0,n/a
NZ_CP033700.1,plasmid,49.26739375705152,0,n/a
CP189282.1,chromosome,47.702041248902574,9,80.560
CP189283.1,chromosome,46.93546680053911,0,n/a
NZ_CP178084.1,chromosome,47.63531644515896,7,78.730
NZ_CP178085.1,plasmid,44.6445816628135,0,n/a
NZ_CP178087.1,plasmid,50.16735324407827,0,n/a
NZ_CP178086.1,plasmid,45.27575442247659,0,n/a
NZ_CM126328.1,chromosome,47.62383493665363,7,78.730
NZ_JBQSSS010000004.1,plasmid,44.82748848742473,0,n/a
NZ_JBQSSS010000002.1,plasmid,45.264580517725335,0,n/a
NZ_JBQSSS010000003.1,plasmid,50.12712155569299,0,n/a
NZ_CP171672.1,chromosome,47.720371810721666,10,80.560
NZ_CP171673.1,chromosome,46.815739945547904,0,n/a
CP160480.1,chromosome,47.67070342861799,8,80.560
CP160481.1,chromosome,47.07251448011621,0,n/a
NZ_CM126257.1,chromosome,47.63186572354014,7,78.807
NZ_JBQSPX010000002.1,plasmid,44.81066515387888,0,n/a
NZ_JBQSPX010000004.1,plasmid,45.271043595879725,0,n/a
NZ_JBQSPX010000003.1,plasmid,50.13333333333333,0,n/a
CM126344.1,chromosome,47.624124390921445,7,78.730
JBQSTF010000004.1,plasmid,44.82211422661131,0,n/a
JBQSTF010000002.1,plasmid,45.27383787141526,0,n/a
JBQSTF010000003.1,plasmid,50.12963290318779,0,n/a
OW443150.1,chromosome,47.72182571820566,10,80.560
OW443151.1,chromosome,47.4575759140925,0,n/a
CP177810.1,chromosome,47.66198684950237,7,78.730
CP177813.1,plasmid,44.80770323240357,0,n/a
CP177811.1,plasmid,50.16635310426775,0,n/a
CP177812.1,plasmid,45.27575442247659,0,n/a
NZ_CP151611.1,chromosome,47.572455698163836,7,78.807
NZ_CP151613.1,plasmid,44.640688333162615,0,n/a
NZ_CP151612.1,plasmid,50.16300847247683,0,n/a
NZ_CP151614.1,plasmid,45.27575442247659,0,n/a
CP189250.1,chromosome,47.68537531408418,9,80.560
CP189251.1,chromosome,46.83327732403022,0,n/a
CP189154.1,chromosome,47.685403403451076,9,80.560
CP189155.1,chromosome,46.83327732403022,0,n/a
CM126270.1,chromosome,47.623926475465545,7,78.730
JBQSQL010000003.1,plasmid,44.81712503544089,0,n/a
JBQSQL010000004.1,plasmid,45.27187985499741,0,n/a
JBQSQL010000002.1,plasmid,50.124685830977064,0,n/a
NZ_AP028804.1,chromosome,47.92111601486906,10,80.833
NZ_AP028806.1,chromosome,46.67075790119669,0,n/a
NZ_AP028805.1,plasmid,52.594519122840644,0,n/a
CP189146.1,chromosome,47.698130527792024,9,80.560
CP189147.1,chromosome,46.83329496253277,0,n/a
NZ_CM126264.1,chromosome,47.624531004903695,7,78.730
NZ_JBQSQF010000002.1,plasmid,44.82979267980547,0,n/a
NZ_JBQSQF010000004.1,plasmid,45.302605626492266,0,n/a
NZ_JBQSQF010000003.1,plasmid,50.236171535114984,0,n/a
NZ_CP013301.1,chromosome,47.72102616818999,9,80.560
NZ_CP013302.1,chromosome,46.775084709131406,0,n/a
NZ_CP064118.1,chromosome,47.609786916342486,7,78.730
NZ_CP177926.1,chromosome,47.648263698938074,7,78.730
NZ_CP177928.1,plasmid,44.63634507103889,0,n/a
NZ_CP177927.1,plasmid,50.14159570493029,0,n/a
NZ_CP177929.1,plasmid,45.271043595879725,0,n/a
CP188991.1,chromosome,47.692610552634825,8,80.560
CP188992.1,chromosome,46.83337015712931,0,n/a
CP188921.1,chromosome,47.69593019063743,9,80.560
CP188922.1,chromosome,46.84607865952991,0,n/a
NZ_CM126344.1,chromosome,47.624124390921445,7,78.730
NZ_JBQSTF010000004.1,plasmid,44.82211422661131,0,n/a
NZ_JBQSTF010000002.1,plasmid,45.27383787141526,0,n/a
NZ_JBQSTF010000003.1,plasmid,50.12963290318779,0,n/a
NZ_LT907989.1,chromosome,47.69585253456221,8,80.560
NZ_LT907990.1,chromosome,46.91458418623562,0,n/a
CP006792.1,chromosome,47.57871235867353,6,78.753
CP006791.1,plasmid,44.81619107051682,0,n/a
CP006790.1,plasmid,50.16636298819614,0,n/a
CP006793.1,plasmid,45.28046622957644,0,n/a
CM126257.1,chromosome,47.63186572354014,7,78.807
JBQSPX010000002.1,plasmid,44.81066515387888,0,n/a
JBQSPX010000004.1,plasmid,45.271043595879725,0,n/a
JBQSPX010000003.1,plasmid,50.13333333333333,0,n/a
NZ_CP177810.1,chromosome,47.66198684950237,7,78.730
NZ_CP177813.1,plasmid,44.80770323240357,0,n/a
NZ_CP177811.1,plasmid,50.16635310426775,0,n/a
NZ_CP177812.1,plasmid,45.27575442247659,0,n/a
CP189017.1,chromosome,47.6973808756004,9,80.560
CP189018.1,chromosome,46.83330316238007,0,n/a
CP189071.1,chromosome,47.70190890457963,9,80.560
CP189072.1,chromosome,46.832996508595755,0,n/a
CP178084.1,chromosome,47.63531644515896,7,78.730
CP178085.1,plasmid,44.6445816628135,0,n/a
CP178087.1,plasmid,50.16735324407827,0,n/a
CP178086.1,plasmid,45.27575442247659,0,n/a
CP171672.1,chromosome,47.720371810721666,10,80.560
CP171673.1,chromosome,46.815739945547904,0,n/a
CM126328.1,chromosome,47.62383493665363,7,78.730
JBQSSS010000004.1,plasmid,44.82748848742473,0,n/a
JBQSSS010000002.1,plasmid,45.264580517725335,0,n/a
JBQSSS010000003.1,plasmid,50.12712155569299,0,n/a
NZ_CP019708.1,chromosome,47.64212229720572,6,78.807
NZ_CP019710.1,plasmid,45.090809973316496,0,n/a
NZ_CP019709.1,plasmid,50.22973928229864,0,n/a
NZ_CP019711.1,plasmid,45.288912024986985,0,n/a
NZ_CP172323.1,chromosome,47.7399476693556,10,80.560
NZ_CP172324.1,chromosome,46.88505275909572,0,n/a
CP064125.2,chromosome,47.644916635123785,7,78.807
CP188898.1,chromosome,47.699833700073654,9,80.560
CP188899.1,chromosome,46.82929451420638,0,n/a
NZ_CP012997.1,chromosome,47.08009435312716,0,n/a
NZ_CP012998.1,chromosome,47.82234324854908,10,80.711
CP178387.1,chromosome,47.943441072622974,10,80.516
CP178388.1,chromosome,47.22659410630122,0,n/a
NZ_CP171684.1,chromosome,47.69754136384722,9,80.560
NZ_CP171685.1,chromosome,46.76424786387723,0,n/a
CM126295.1,chromosome,47.62458565658582,7,78.730
JBQSRL010000003.1,plasmid,44.81321329836251,0,n/a
JBQSRL010000002.1,plasmid,45.262829835861204,0,n/a
JBQSRL010000004.1,plasmid,50.133655679383615,0,n/a
AE009952.1,chromosome,47.64115889674629,7,78.807
AF074611.1,plasmid,50.1623923160709,0,n/a
NZ_CP009042.1,chromosome,47.68200438946161,8,80.560
NZ_CP009041.1,chromosome,47.019806796061765,0,n/a
NZ_CP196621.1,chromosome,47.78988395783506,9,80.635
NZ_CP196622.1,chromosome,46.89436777780996,0,n/a
CP133104.1,chromosome,47.651862557646574,8,80.606
CP133105.1,chromosome,47.047262858648786,0,n/a
CP132190.1,chromosome,47.5397676122401,10,80.667
CP132189.1,chromosome,46.269283382769224,0,n/a
CM126316.1,chromosome,47.62436689896747,7,78.730
JBQSSG010000003.1,plasmid,44.82196518682316,0,n/a
JBQSSG010000002.1,plasmid,45.265780730897006,0,n/a
JBQSSG010000004.1,plasmid,50.12965327570965,0,n/a
CP189166.1,chromosome,47.698146098776796,9,80.560
CP189167.1,chromosome,46.833016464786745,0,n/a
NZ_CP177878.1,chromosome,47.64478446218475,7,78.730
NZ_CP177881.1,plasmid,44.825238311393555,0,n/a
NZ_CP177879.1,plasmid,50.16585964808048,0,n/a
NZ_CP177880.1,plasmid,45.271043595879725,0,n/a
CM165269.1,chromosome,47.68689860575792,9,80.560
CM165270.1,chromosome,47.015489901487015,0,n/a
NZ_CM126320.1,chromosome,47.624538399100516,7,78.730
NZ_JBQSSK010000004.1,plasmid,44.8207453592178,0,n/a
NZ_JBQSSK010000002.1,plasmid,45.27754763877382,0,n/a
NZ_JBQSSK010000003.1,plasmid,50.12663944082306,0,n/a
CP046742.1,chromosome,47.86855453627681,10,80.560
CP046741.1,chromosome,46.472258518444065,0,n/a
NZ_CP033515.1,chromosome,47.665603663313114,9,80.560
NZ_CP033513.1,chromosome,47.019097993683374,0,n/a
NZ_CP033514.1,plasmid,51.9114934033254,0,n/a
CP093426.1,chromosome,47.684822518892176,1,80.560
CP093427.1,chromosome,46.96673875898267,0,n/a
CP188882.1,chromosome,47.70001274955622,9,80.560
CP188883.1,chromosome,46.82929451420638,0,n/a
NZ_CP133104.1,chromosome,47.651862557646574,8,80.606
NZ_CP133105.1,chromosome,47.047262858648786,0,n/a
CP196621.1,chromosome,47.78988395783506,9,80.635
CP196622.1,chromosome,46.89436777780996,0,n/a
NZ_CP132190.1,chromosome,47.5397676122401,10,80.667
NZ_CP132189.1,chromosome,46.269283382769224,0,n/a
CP171684.1,chromosome,47.69754136384722,9,80.560
CP171685.1,chromosome,46.76424786387723,0,n/a
NZ_CM126295.1,chromosome,47.62458565658582,7,78.730
NZ_JBQSRL010000003.1,plasmid,44.81321329836251,0,n/a
NZ_JBQSRL010000002.1,plasmid,45.262829835861204,0,n/a
NZ_JBQSRL010000004.1,plasmid,50.133655679383615,0,n/a
NZ_CP064125.2,chromosome,47.644916635123785,7,78.807
NZ_CP013305.1,chromosome,47.718181854557436,9,80.560
NZ_CP013306.1,chromosome,46.809446717455664,0,n/a
CP046737.1,chromosome,47.99643437498374,10,80.560
CP046738.1,chromosome,46.76143367335276,0,n/a
NZ_CM165269.1,chromosome,47.68689860575792,9,80.560
NZ_CM165270.1,chromosome,47.015489901487015,0,n/a
CP177878.1,chromosome,47.64478446218475,7,78.730
CP177881.1,plasmid,44.825238311393555,0,n/a
CP177879.1,plasmid,50.16585964808048,0,n/a
CP177880.1,plasmid,45.271043595879725,0,n/a
CM126320.1,chromosome,47.624538399100516,7,78.730
JBQSSK010000004.1,plasmid,44.8207453592178,0,n/a
JBQSSK010000002.1,plasmid,45.27754763877382,0,n/a
JBQSSK010000003.1,plasmid,50.12663944082306,0,n/a
CP189172.1,chromosome,47.68535975939928,9,80.560
CP189173.1,chromosome,46.832981184482676,0,n/a
NZ_CM126316.1,chromosome,47.62436689896747,7,78.730
NZ_JBQSSG010000003.1,plasmid,44.82196518682316,0,n/a
NZ_JBQSSG010000002.1,plasmid,45.265780730897006,0,n/a
NZ_JBQSSG010000004.1,plasmid,50.12965327570965,0,n/a
CP010812.1,chromosome,47.68660014489405,7,80.591
CP189310.1,chromosome,47.68542348820384,9,80.560
CP189311.1,chromosome,46.80096644196276,0,n/a
CP189136.1,chromosome,47.474070511960356,9,80.560
CM129961.1,chromosome,47.738539066825936,9,80.560
CM129962.1,chromosome,47.05723445517064,0,n/a
JBRUSS010000003.1,plasmid,42.232115443659815,0,n/a
JBRUSS010000004.1,plasmid,40.36042800825981,0,n/a
JBRUSS010000005.1,plasmid,43.78299120234604,0,n/a
JBRUSS010000006.1,plasmid,41.884661117717,0,n/a
CP178021.1,chromosome,47.62656099965651,6,78.807
CP178023.1,plasmid,44.827635125549726,0,n/a
CP178022.1,plasmid,50.21974254277966,0,n/a
CP178024.1,plasmid,45.28616024973985,0,n/a
CM126317.1,chromosome,47.623842215386134,7,78.730
JBQSSH010000003.1,plasmid,44.82055060430452,0,n/a
JBQSSH010000002.1,plasmid,45.26009760149517,0,n/a
JBQSSH010000004.1,plasmid,50.138430725730444,0,n/a
CP189035.1,chromosome,47.700936548938685,9,80.560
CP189036.1,chromosome,46.977961024161395,0,n/a
NZ_CP177874.1,chromosome,47.642213823397825,7,78.730
NZ_CP177876.1,plasmid,44.63248810948032,0,n/a
NZ_CP177877.1,plasmid,50.16585964808048,0,n/a
NZ_CP177875.1,plasmid,45.27575442247659,0,n/a
CP009840.1,chromosome,47.57344421041114,6,78.830
CP009841.1,plasmid,50.20036085934877,0,n/a
CP009839.1,plasmid,45.26633374947981,0,n/a
NZ_CP152071.1,chromosome,47.609860501477726,8,80.408
NZ_CP152070.1,chromosome,46.97339838935821,0,n/a
CP134058.1,chromosome,47.651833252126515,9,80.560
CP134057.1,chromosome,47.021896626555446,0,n/a
CP134059.1,plasmid,51.37076233183856,0,n/a
CP188963.1,chromosome,47.69992425433674,9,80.560
CP188964.1,chromosome,46.83348062769679,0,n/a
NZ_CP151607.1,chromosome,47.63848762718251,7,78.807
NZ_CP151609.1,plasmid,44.63857184664911,0,n/a
NZ_CP151608.1,plasmid,50.16153007630562,0,n/a
NZ_CP151610.1,plasmid,45.270059319388075,0,n/a
NZ_CM126282.1,chromosome,47.623609529407034,7,78.730
NZ_JBQSQY010000002.1,plasmid,44.81722015824849,0,n/a
NZ_JBQSQY010000004.1,plasmid,45.24576535383976,0,n/a
NZ_JBQSQY010000003.1,plasmid,50.13070225436821,0,n/a
NZ_CP177898.1,chromosome,47.589407532835544,7,78.730
NZ_CP177901.1,plasmid,44.635355892648775,0,n/a
NZ_CP177899.1,plasmid,50.16422358737304,0,n/a
NZ_CP177900.1,plasmid,45.27575442247659,0,n/a
NZ_CM129925.1,chromosome,47.80323018638229,10,80.560
NZ_CM129926.1,chromosome,46.15749589282909,0,n/a
CP000308.1,chromosome,47.701194035500585,7,78.807
CP000311.1,plasmid,44.832785672626926,0,n/a
CP000309.1,plasmid,50.23996848793938,0,n/a
CP000310.1,plasmid,45.43936160341468,0,n/a
CP196625.1,chromosome,47.78764162987832,9,80.635
CP196626.1,chromosome,46.88454771035416,0,n/a
CP189101.1,chromosome,47.475597213985026,9,80.560
CP016273.1,chromosome,47.579701935651805,6,78.807
CP016274.1,plasmid,44.835286754665454,0,n/a
CP016275.1,plasmid,50.22866645878806,0,n/a
CP016276.1,plasmid,45.26633374947981,0,n/a
CP132183.1,chromosome,46.91241517222245,0,n/a
CP132182.1,chromosome,47.66692760676545,8,80.560
CP013313.1,chromosome,47.90432930265411,10,80.560
CP013314.1,chromosome,46.781433197046944,0,n/a
CP000305.1,chromosome,47.5840153134021,7,78.807
CP000306.1,plasmid,50.16250817495392,0,n/a
CP000307.1,plasmid,45.43514566709965,0,n/a
CP047059.1,chromosome,47.82057913405108,8,80.560
CP047060.1,chromosome,46.9119748148959,0,n/a
NC_010159.1,contig/unkown,47.598026221434225,7,78.817
NC_010157.1,plasmid,44.64144302683678,0,n/a
NC_010158.1,plasmid,49.97905210788164,0,n/a
CP177874.1,chromosome,47.642213823397825,7,78.730
CP177876.1,plasmid,44.63248810948032,0,n/a
CP177877.1,plasmid,50.16585964808048,0,n/a
CP177875.1,plasmid,45.27575442247659,0,n/a
CP152071.1,chromosome,47.609860501477726,8,80.408
CP152070.1,chromosome,46.97339838935821,0,n/a
NZ_CM129961.1,chromosome,47.738539066825936,9,80.560
NZ_CM129962.1,chromosome,47.05723445517064,0,n/a
NZ_JBRUSS010000003.1,plasmid,42.232115443659815,0,n/a
NZ_JBRUSS010000004.1,plasmid,40.36042800825981,0,n/a
NZ_JBRUSS010000005.1,plasmid,43.78299120234604,0,n/a
NZ_JBRUSS010000006.1,plasmid,41.884661117717,0,n/a
NZ_CP178021.1,chromosome,47.62656099965651,6,78.807
NZ_CP178023.1,plasmid,44.827635125549726,0,n/a
NZ_CP178022.1,plasmid,50.21974254277966,0,n/a
NZ_CP178024.1,plasmid,45.28616024973985,0,n/a
NZ_CM126317.1,chromosome,47.623842215386134,7,78.730
NZ_JBQSSH010000003.1,plasmid,44.82055060430452,0,n/a
NZ_JBQSSH010000002.1,plasmid,45.26009760149517,0,n/a
NZ_JBQSSH010000004.1,plasmid,50.138430725730444,0,n/a
CP189316.1,chromosome,47.68524483642832,9,80.560
CP189317.1,chromosome,46.83341486939223,0,n/a
CP006754.1,chromosome,47.624491339545614,7,78.830
CP006753.1,plasmid,44.88968429294483,0,n/a
CP006752.1,plasmid,51.97310621737204,0,n/a
CP188951.1,chromosome,47.699969531690314,9,80.560
CP188952.1,chromosome,46.83348062769679,0,n/a
NZ_CP196625.1,chromosome,47.78764162987832,9,80.635
NZ_CP196626.1,chromosome,46.88454771035416,0,n/a
NZ_CP132183.1,chromosome,46.91241517222245,0,n/a
NZ_CP132182.1,chromosome,47.66692760676545,8,80.560
CP188886.1,chromosome,47.69996446471006,9,80.560
CP188887.1,chromosome,46.82943647195335,0,n/a
CP177898.1,chromosome,47.589407532835544,7,78.730
CP177901.1,plasmid,44.635355892648775,0,n/a
CP177899.1,plasmid,50.16422358737304,0,n/a
CP177900.1,plasmid,45.27575442247659,0,n/a
CM126282.1,chromosome,47.623609529407034,7,78.730
JBQSQY010000002.1,plasmid,44.81722015824849,0,n/a
JBQSQY010000004.1,plasmid,45.24576535383976,0,n/a
JBQSQY010000003.1,plasmid,50.13070225436821,0,n/a
CM129925.1,chromosome,47.80323018638229,10,80.560
CM129926.1,chromosome,46.15749589282909,0,n/a
CP151603.1,chromosome,47.63903302508203,7,78.807
CP151604.1,plasmid,44.63776174658687,0,n/a
CP151605.1,plasmid,50.16300847247683,0,n/a
CP151606.1,plasmid,45.27575442247659,0,n/a
NZ_CP134058.1,chromosome,47.651833252126515,9,80.560
NZ_CP134057.1,chromosome,47.021896626555446,0,n/a
NZ_CP134059.1,plasmid,51.37076233183856,0,n/a
NZ_CP033690.1,chromosome,47.64546329814584,7,78.830
NZ_CP033689.1,plasmid,44.633427662864314,0,n/a
NZ_CP033691.1,plasmid,45.271043595879725,0,n/a
NZ_CP033692.1,plasmid,50.14613984155882,0,n/a
NZ_CP033693.1,plasmid,50.01587609589162,0,n/a
NZ_CM126310.1,chromosome,47.623737299574906,7,78.730
NZ_JBQSSA010000003.1,plasmid,44.81366019555052,0,n/a
NZ_JBQSSA010000004.1,plasmid,45.27754763877382,0,n/a
NZ_JBQSSA010000002.1,plasmid,50.137648955834344,0,n/a
NZ_CM126304.1,chromosome,47.623857910611214,7,78.730
NZ_JBQSRU010000003.1,plasmid,44.82040087318913,0,n/a
NZ_JBQSRU010000004.1,plasmid,45.26928675400291,0,n/a
NZ_JBQSRU010000002.1,plasmid,50.13564253278028,0,n/a
CP171666.1,chromosome,47.7077492528608,9,80.560
CP171667.1,chromosome,46.81832876417095,0,n/a
NZ_CP178088.1,chromosome,47.63478366770285,7,78.730
NZ_CP178089.1,plasmid,44.64604489186737,0,n/a
NZ_CP178090.1,plasmid,50.168343499960386,0,n/a
NZ_CP178091.1,plasmid,45.27575442247659,0,n/a
CP189178.1,chromosome,47.685378334148275,9,80.560
CP189179.1,chromosome,46.833135134482795,0,n/a
NZ_CP072849.1,chromosome,47.68189624132327,9,80.560
NZ_CP072850.1,chromosome,47.05711520779122,0,n/a
NZ_CP013307.1,chromosome,47.84341296225026,10,80.560
NZ_CP013308.1,chromosome,46.80786412680863,0,n/a
AP026558.1,chromosome,47.73253700585972,8,80.560
AP026559.1,chromosome,46.841224386314664,0,n/a
CP189114.1,chromosome,47.699542088946615,9,80.560
CP189115.1,chromosome,46.83271444485704,0,n/a
NZ_CM165262.1,chromosome,47.657866611346286,9,80.560
NZ_CM165263.1,chromosome,47.01965419295804,0,n/a
NZ_JBWDFN010000003.1,plasmid,51.37076233183856,0,n/a
CP171674.1,chromosome,47.715042882818054,9,80.560
CP171675.1,chromosome,46.72588203589457,0,n/a
CP189281.1,chromosome,47.50343771576636,9,80.560
CP189134.1,chromosome,47.47406269825305,9,80.560
CP173754.1,chromosome,47.69351601985508,10,80.560
CP173755.1,chromosome,47.450384532647554,0,n/a
CP042299.1,chromosome,47.80578100430664,10,80.711
CP042300.1,chromosome,47.0806907791493,0,n/a
NZ_CP173026.1,chromosome,48.01812325374179,9,80.635
NZ_CP173027.1,chromosome,46.828622767365786,0,n/a
CP189302.1,chromosome,47.70204783236592,9,80.560
CP189303.1,chromosome,46.934518708338366,0,n/a
CP189208.1,chromosome,47.702038242228696,9,80.560
CP189209.1,chromosome,46.828639879145676,0,n/a
NZ_CP045145.1,chromosome,47.63098679177289,7,78.730
NZ_CP045147.1,plasmid,44.83450208383711,0,n/a
NZ_CP045146.1,plasmid,50.16884698798761,0,n/a
NZ_CP045148.1,plasmid,45.27575442247659,0,n/a
CP189192.1,chromosome,47.68534118461393,9,80.560
CP189193.1,chromosome,46.83327732403022,0,n/a
CP188856.1,chromosome,47.69990058625017,9,80.560
CP188857.1,chromosome,46.829479873251486,0,n/a
CP188834.1,chromosome,47.69879319165908,9,80.560
CP188835.1,chromosome,46.82834420317727,0,n/a
CP189107.1,chromosome,47.70194462162471,9,80.560
CP189108.1,chromosome,46.83317629256926,0,n/a
CP189021.1,chromosome,47.69738388185037,9,80.560
CP189022.1,chromosome,46.833216208363,0,n/a
CP189196.1,chromosome,47.685378334148275,9,80.560
CP189197.1,chromosome,46.83309165783205,0,n/a
